id,student_id,commenter_id,commenter_name,content,created_at
336,314,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.230048
337,315,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.230253
338,315,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.230255
339,316,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.230474
340,316,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.230475
341,317,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.230636
342,317,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.230638
343,318,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.230849
344,318,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.230851
345,320,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.231180
346,320,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.231183
347,321,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.231335
348,321,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.231337
349,322,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.231539
350,325,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.232034
351,327,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.232285
352,328,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.232452
353,328,,Lecturer Ali,Excellent project work.,2025-11-14T16:59:41.232454
354,329,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.232630
355,330,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.232737
356,331,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.232950
357,333,,Lecturer Ali,Needs improvement in assignments.,2025-11-14T16:59:41.233364
358,334,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.233529
359,337,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.234039
360,337,,Lecturer Ali,Excellent project work.,2025-11-14T16:59:41.234041
361,338,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.234239
362,339,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.234386
363,339,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.234388
364,340,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.234547
365,341,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.234706
366,341,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.234710
367,343,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.235011
368,343,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.235013
369,344,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.235180
370,344,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.235182
371,346,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.235590
372,346,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.235591
373,347,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.235756
374,349,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.236338
375,349,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.236340
376,351,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.236766
377,352,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.236876
378,353,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.237112
379,354,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.237313
380,355,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.237651
381,356,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.237924
382,357,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.238158
383,358,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.238417
384,358,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.238420
385,359,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.238590
386,360,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.238746
387,363,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.239282
388,363,,Lecturer Ali,Excellent project work.,2025-11-14T16:59:41.239284
389,367,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.240105
390,367,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.240107
391,369,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.241434
392,370,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.241595
393,370,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.241600
394,376,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.242638
395,379,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.243289
396,380,,Lecturer Ali,"Good progress, active in class.",2025-11-14T16:59:41.243443
397,382,,Lecturer Ali,Excellent project work.,2025-11-14T16:59:41.243759
398,382,,Lecturer Ali,Excellent project work.,2025-11-14T16:59:41.243761
399,384,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.244125
400,384,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.244128
401,387,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.244544
402,387,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.244547
403,390,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.245119
404,390,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.245121
405,391,,Lecturer Ali,"Good progress, active in class.",2025-11-14T16:59:41.245263
406,391,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.245265
407,394,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.245785
408,396,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.246089
409,396,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.246092
410,398,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.246403
411,398,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.246405
412,399,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.246572
413,399,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.246574
414,401,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.246885
415,401,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.246887
416,403,,Lecturer Ali,Excellent project work.,2025-11-14T16:59:41.247195
417,403,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.247196
418,406,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.247705
419,407,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.247915
420,409,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.248326
421,411,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.248689
422,412,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.248847
423,412,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.248850
424,413,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.248971
425,415,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.249372
426,416,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.249524
427,417,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.249769
428,419,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.250283
429,420,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.250511
430,421,,Lecturer Ali,Needs improvement in assignments.,2025-11-14T16:59:41.250727
431,423,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.250998
432,423,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.251001
433,424,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.251294
434,424,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.251298
435,425,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.251604
436,426,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.251901
437,426,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.251903
438,428,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.252192
439,429,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.252435
440,429,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.252437
441,431,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.252779
442,432,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.252965
443,432,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.252967
444,434,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.253354
445,434,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.253356
446,436,,Lecturer Ali,Needs improvement in assignments.,2025-11-14T16:59:41.253636
447,436,,Lecturer Ali,"Good progress, active in class.",2025-11-14T16:59:41.253638
448,440,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.254307
449,442,,Lecturer Ali,Excellent project work.,2025-11-14T16:59:41.254574
450,442,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.254576
451,445,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.255161
452,447,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.255576
453,447,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.255578
454,448,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.255744
455,448,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.255746
456,450,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.256012
457,454,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.256777
458,455,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.257040
459,455,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.257042
460,456,,Lecturer Ali,"Good progress, active in class.",2025-11-14T16:59:41.257335
461,456,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.257338
462,457,,Lecturer Ali,"Good progress, active in class.",2025-11-14T16:59:41.257532
463,458,,Lecturer Ali,Needs improvement in assignments.,2025-11-14T16:59:41.257837
464,460,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.258297
465,461,,Lecturer Ali,Needs improvement in assignments.,2025-11-14T16:59:41.258451
466,464,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.258993
467,464,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.258995
468,465,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.259204
469,466,,Lecturer Ali,"Good progress, active in class.",2025-11-14T16:59:41.259405
470,466,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.259407
471,467,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.259623
472,468,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.259822
473,469,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.260026
474,469,,Lecturer Ali,"Good progress, active in class.",2025-11-14T16:59:41.260028
475,471,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.260276
476,471,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.260278
477,472,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.260431
478,472,,Lecturer Tan,Attendance inconsistent but improving.,2025-11-14T16:59:41.260434
479,474,,Lecturer Tan,Needs improvement in assignments.,2025-11-14T16:59:41.260655
480,475,,Lecturer Ali,Strong teamwork and communication skills.,2025-11-14T16:59:41.260801
481,477,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.261098
482,479,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.261355
483,481,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.261649
484,482,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.261801
485,482,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.261803
486,483,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.261994
487,483,,Lecturer Siti,Needs improvement in assignments.,2025-11-14T16:59:41.261997
488,484,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.262132
489,484,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.262134
490,485,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.262330
491,486,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.262485
492,486,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.262487
493,488,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.262830
494,488,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.262832
495,489,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.263028
496,491,,Lecturer Siti,"Good progress, active in class.",2025-11-14T16:59:41.263387
497,492,,Lecturer Tan,"Good progress, active in class.",2025-11-14T16:59:41.263538
498,492,,Lecturer Tan,Strong teamwork and communication skills.,2025-11-14T16:59:41.263541
499,495,,Lecturer Siti,Strong teamwork and communication skills.,2025-11-14T16:59:41.264130
500,498,,Lecturer Siti,Excellent project work.,2025-11-14T16:59:41.264604
501,498,,Lecturer Tan,Excellent project work.,2025-11-14T16:59:41.264606
502,499,,Lecturer Siti,Attendance inconsistent but improving.,2025-11-14T16:59:41.264759
503,500,,Lecturer Ali,Attendance inconsistent but improving.,2025-11-14T16:59:41.264952
